YEAR,MONTH,Date 2,DATE,VENDOR,Balanced data, PAYMENT , ADJUSTMENT ,Receipt,NOTAS,Frozen Initial Balance
2023,OCT,,"Wednesday, October 04, 2023",SERV ENERGY,SERV ENERGY,-$62500.26,,,,
2023,OCT,,"Wednesday, October 18, 2023",SERV ENERGY,SERV ENERGY,-$105801.42,,,,
2023,OCT,,"Wednesday, October 18, 2023",SERV ENERGY,SERV ENERGY,-$32018.37,,,,
2023,OCT,,"Wednesday, October 25, 2023",SERV ENERGY,SERV ENERGY,-$62000.00,,,,
2023,SEP,,"Wednesday, September 13, 2023",SERV ENERGY,SERV ENERGY,-$147549.83,,,,
2023,SEP,,"Wednesday, September 13, 2023",SERV ENERGY,SERV ENERGY,-$37925.00,,,,
2023,SEP,,"Wednesday, September 13, 2023",SERV ENERGY,SERV ENERGY,-$275000.00,,,,
2023,SEP,,"Wednesday, September 27, 2023",SERV ENERGY,SERV ENERGY,-$35060.98,,,,
2023,SEP,,"Wednesday, September 27, 2023",SERV ENERGY,SERV ENERGY,-$15147.50,,,,
2022,DEC,,"Saturday, December 31, 2022",STFH,STFH,$0.00,$21635.53,,,
2022,AUG,5/8/2022,"Friday, August 05, 2022",TARTAN,TARTAN,-$28000.00,,,,
2022,AUG,5/8/2022,"Friday, August 05, 2022",TARTAN,TARTAN,-$105000.00,,,,
2022,AUG,5/8/2022,"Friday, August 05, 2022",TARTAN,TARTAN,-$27000.00,,,,
2022,AUG,5/8/2022,"Friday, August 05, 2022",TARTAN,TARTAN,-$199000.00,,,,
2023,AUG,,"Friday, August 11, 2023",TARTAN,TARTAN,-$8721.41,,,,
2023,AUG,,"Friday, August 11, 2023",TARTAN,TARTAN,-$260000.00,,,,
2022,AUG,,"Friday, August 12, 2022",TARTAN,TARTAN,-$170000.00,,,,
2022,AUG,,"Friday, August 12, 2022",TARTAN,TARTAN,-$135000.00,,,,
2022,AUG,,"Friday, August 12, 2022",TARTAN,TARTAN,-$50000.00,,,,
2022,AUG,,"Friday, August 12, 2022",TARTAN,TARTAN,-$228000.00,,,,
2022,AUG,,"Friday, August 19, 2022",TARTAN,TARTAN,-$350000.00,,,,
2022,AUG,,"Friday, August 19, 2022",TARTAN,TARTAN,-$140000.00,,,,
2022,AUG,,"Friday, August 26, 2022",TARTAN,TARTAN,-$95000.00,,,,
2022,AUG,,"Friday, August 26, 2022",TARTAN,TARTAN,-$127000.00,,,,
2022,AUG,,"Friday, August 26, 2022",TARTAN,TARTAN,-$150000.00,,,,
2022,DEC,,"Friday, December 02, 2022",TARTAN,TARTAN,-$150000.00,,,,
2022,DEC,,"Friday, December 02, 2022",TARTAN,TARTAN,-$130000.00,,,,
2022,DEC,,"Friday, December 02, 2022",TARTAN,TARTAN,-$150000.00,,,,
2022,DEC,,"Friday, December 02, 2022",TARTAN,TARTAN,-$15000.00,,,,
2022,DEC,,"Friday, December 02, 2022",TARTAN,TARTAN,-$100000.00,,,,
2022,DEC,,"Friday, December 09, 2022",TARTAN,TARTAN,-$465000.00,,,,
2022,DEC,,"Friday, December 16, 2022",TARTAN,TARTAN,-$125000.00,,,,
2022,DEC,,"Friday, December 16, 2022",TARTAN,TARTAN,-$775000.00,,,,
2022,DEC,,"Friday, December 16, 2022",TARTAN,TARTAN,-$367000.00,,,,
2022,DEC,,"Friday, December 23, 2022",TARTAN,TARTAN,-$312000.00,,,,
2022,DEC,,"Friday, December 23, 2022",TARTAN,TARTAN,-$175000.00,,,,
2022,DEC,,"Friday, December 23, 2022",TARTAN,TARTAN,-$600000.00,,,,
2022,DEC,,"Friday, December 30, 2022",TARTAN,TARTAN,-$375000.00,,,,
2022,DEC,,"Friday, December 30, 2022",TARTAN,TARTAN,-$290000.00,,,,
2022,DEC,,"Friday, December 30, 2022",TARTAN,TARTAN,-$73500.00,,,,
2023,FEB,,"Friday, February 03, 2023",TARTAN,TARTAN,-$150000.00,,,,
2023,FEB,,"Friday, February 03, 2023",TARTAN,TARTAN,-$30000.00,,,,
2023,FEB,,"Friday, February 03, 2023",TARTAN,TARTAN,-$140000.00,,,,
2023,FEB,,"Friday, February 03, 2023",TARTAN,TARTAN,-$325000.00,,,,
2023,FEB,,"Friday, February 03, 2023",TARTAN,TARTAN,-$475000.00,,,,
2023,FEB,,"Friday, February 03, 2023",TARTAN,TARTAN,-$117500.00,,,,
2023,FEB,,"Friday, February 10, 2023",TARTAN,TARTAN,-$100000.00,,,,
2023,FEB,,"Friday, February 10, 2023",TARTAN,TARTAN,-$310000.00,,,,
2023,FEB,,"Friday, February 10, 2023",TARTAN,TARTAN,-$23500.00,,,,
2023,FEB,,"Friday, February 10, 2023",TARTAN,TARTAN,-$320000.00,,,,
2023,FEB,,"Friday, February 17, 2023",TARTAN,TARTAN,-$25000.00,,,,
2023,FEB,,"Friday, February 17, 2023",TARTAN,TARTAN,-$385000.00,,,,
2023,FEB,,"Friday, February 17, 2023",TARTAN,TARTAN,-$10000.00,,,,
2023,FEB,,"Friday, February 17, 2023",TARTAN,TARTAN,-$395000.00,,,,
2023,FEB,,"Friday, February 17, 2023",TARTAN,TARTAN,-$260000.00,,,,
2023,FEB,,"Friday, February 17, 2023",TARTAN,TARTAN,-$375000.00,,,,
2023,FEB,,"Friday, February 17, 2023",TARTAN,TARTAN,-$50000.00,,,,
2023,FEB,,"Friday, February 24, 2023",TARTAN,TARTAN,-$63000.00,,,,
2023,FEB,,"Friday, February 24, 2023",TARTAN,TARTAN,-$115000.00,,,,
2023,FEB,,"Friday, February 24, 2023",TARTAN,TARTAN,-$26500.00,,,,
2023,JAN,,"Friday, January 06, 2023",TARTAN,TARTAN,-$290000.00,,,,
2023,JAN,,"Friday, January 06, 2023",TARTAN,TARTAN,-$260000.00,,,,
2023,JAN,,"Friday, January 06, 2023",TARTAN,TARTAN,-$82000.00,,,,
2023,JAN,,"Friday, January 06, 2023",TARTAN,TARTAN,-$16000.00,,,,
2023,JAN,,"Friday, January 13, 2023",TARTAN,TARTAN,-$25000.00,,,,
2023,JAN,,"Friday, January 13, 2023",TARTAN,TARTAN,-$89000.00,,,,
2023,JAN,,"Friday, January 20, 2023",TARTAN,TARTAN,-$350000.00,,,,
2023,JAN,,"Friday, January 20, 2023",TARTAN,TARTAN,-$106000.00,,,,
2023,JAN,,"Friday, January 20, 2023",TARTAN,TARTAN,-$120000.00,,,,
2023,JAN,,"Friday, January 20, 2023",TARTAN,TARTAN,-$76000.00,,,,
2023,JAN,,"Friday, January 20, 2023",TARTAN,TARTAN,-$24000.00,,,,
2023,JAN,,"Friday, January 20, 2023",TARTAN,TARTAN,-$175000.00,,,,
2023,JAN,,"Friday, January 20, 2023",TARTAN,TARTAN,-$133000.00,,,,
2023,JAN,,"Friday, January 27, 2023",TARTAN,TARTAN,-$200000.00,,,,
2023,JAN,,"Friday, January 27, 2023",TARTAN,TARTAN,-$485000.00,,,,
2023,JAN,,"Friday, January 27, 2023",TARTAN,TARTAN,-$205000.00,,,,
2022,JUL,1/7/2022,"Friday, July 01, 2022",TARTAN,TARTAN,-$220000.00,,,,
2022,JUL,8/7/2022,"Friday, July 08, 2022",TARTAN,TARTAN,-$60000.00,,,,
2022,JUL,8/7/2022,"Friday, July 08, 2022",TARTAN,TARTAN,-$397000.00,,,,
2022,JUL,15/7/2022,"Friday, July 15, 2022",TARTAN,TARTAN,-$220000.00,,,,
2022,JUL,22/7/2022,"Friday, July 22, 2022",TARTAN,TARTAN,-$123000.00,,,,
2022,JUL,22/7/2022,"Friday, July 22, 2022",TARTAN,TARTAN,-$57000.00,,,,
2022,JUL,29/7/2022,"Friday, July 29, 2022",TARTAN,TARTAN,-$322000.00,,,,
2022,JUN,10/6/2022,"Friday, June 10, 2022",TARTAN,TARTAN,-$374000.00,,,,
2022,JUN,10/6/2022,"Friday, June 10, 2022",TARTAN,TARTAN,-$300000.00,,,,
2022,JUN,17/6/2022,"Friday, June 17, 2022",TARTAN,TARTAN,-$108750.00,,,,
2022,JUN,17/6/2022,"Friday, June 17, 2022",TARTAN,TARTAN,-$240000.00,,,,
2022,JUN,17/6/2022,"Friday, June 17, 2022",TARTAN,TARTAN,-$390000.00,,,,
2022,JUN,17/6/2022,"Friday, June 17, 2022",TARTAN,TARTAN,-$109620.00,,,,
2022,JUN,24/6/2022,"Friday, June 24, 2022",TARTAN,TARTAN,-$100000.00,,,,
2022,JUN,24/6/2022,"Friday, June 24, 2022",TARTAN,TARTAN,-$100000.00,,,,
2023,MAR,,"Friday, March 03, 2023",TARTAN,TARTAN,-$125000.00,,,,
2023,MAR,,"Friday, March 03, 2023",TARTAN,TARTAN,-$25000.00,,,,
2023,MAR,,"Friday, March 03, 2023",TARTAN,TARTAN,-$350000.00,,,,
2023,MAR,,"Friday, March 03, 2023",TARTAN,TARTAN,-$115000.00,,,,
2023,MAR,,"Friday, March 03, 2023",TARTAN,TARTAN,-$125000.00,,,,
2023,MAR,,"Friday, March 10, 2023",TARTAN,TARTAN,-$70000.00,,,,
2023,MAR,,"Friday, March 10, 2023",TARTAN,TARTAN,-$275000.00,,,,
2023,MAR,,"Friday, March 10, 2023",TARTAN,TARTAN,-$260000.00,,,,
2023,MAR,,"Friday, March 10, 2023",TARTAN,TARTAN,-$370000.00,,,,
2023,MAR,,"Friday, March 10, 2023",TARTAN,TARTAN,-$175000.00,,,,
2023,MAR,,"Friday, March 24, 2023",TARTAN,TARTAN,-$250000.00,,,,
2023,MAR,,"Friday, March 24, 2023",TARTAN,TARTAN,-$220000.00,,,,
2023,MAR,,"Friday, March 24, 2023",TARTAN,TARTAN,-$221000.00,,,,
2023,MAR,,"Friday, March 24, 2023",TARTAN,TARTAN,-$164000.00,,,,
2022,MAY,6/5/2022,"Friday, May 06, 2022",TARTAN,TARTAN,-$102816.00,,,,
2022,MAY,6/5/2022,"Friday, May 06, 2022",TARTAN,TARTAN,-$103530.00,,,,
2022,MAY,13/5/2022,"Friday, May 13, 2022",TARTAN,TARTAN,-$99000.00,,,,
2022,MAY,13/5/2022,"Friday, May 13, 2022",TARTAN,TARTAN,-$41557.32,,,,
2022,MAY,13/5/2022,"Friday, May 13, 2022",TARTAN,TARTAN,-$500000.00,,,,
2022,MAY,20/5/2022,"Friday, May 20, 2022",TARTAN,TARTAN,-$188680.00,,,,
2022,MAY,20/5/2022,"Friday, May 20, 2022",TARTAN,TARTAN,-$160950.00,,,,
2022,MAY,20/5/2022,"Friday, May 20, 2022",TARTAN,TARTAN,-$347050.00,,,,
2022,MAY,20/5/2022,"Friday, May 20, 2022",TARTAN,TARTAN,-$135320.00,,,,
2022,MAY,27/5/2022,"Friday, May 27, 2022",TARTAN,TARTAN,-$451000.00,,,,
2022,MAY,27/5/2022,"Friday, May 27, 2022",TARTAN,TARTAN,-$570000.00,,,,
2022,NOV,,"Friday, November 18, 2022",TARTAN,TARTAN,-$100000.00,,,,
2022,NOV,,"Friday, November 18, 2022",TARTAN,TARTAN,-$200000.00,,,,
2022,NOV,,"Friday, November 18, 2022",TARTAN,TARTAN,-$350000.00,,,,
2022,NOV,,"Friday, November 18, 2022",TARTAN,TARTAN,-$425000.00,,,,
2022,NOV,,"Friday, November 18, 2022",TARTAN,TARTAN,-$750000.00,,,,
2022,OCT,,"Friday, October 07, 2022",TARTAN,TARTAN,-$250000.00,,,,
2022,OCT,,"Friday, October 07, 2022",TARTAN,TARTAN,-$140000.00,,,,
2022,OCT,,"Friday, October 14, 2022",TARTAN,TARTAN,-$760000.00,,,,
2022,OCT,,"Friday, October 14, 2022",TARTAN,TARTAN,-$400000.00,,,,
2022,OCT,,"Friday, October 21, 2022",TARTAN,TARTAN,-$250000.00,,,,
2022,OCT,,"Friday, October 21, 2022",TARTAN,TARTAN,-$125000.00,,,,
2022,OCT,,"Friday, October 21, 2022",TARTAN,TARTAN,-$152000.00,,,,
2022,OCT,,"Friday, October 21, 2022",TARTAN,TARTAN,-$250000.00,,,,
2022,OCT,,"Friday, October 21, 2022",TARTAN,TARTAN,-$160000.00,,,,
2022,OCT,,"Friday, October 21, 2022",TARTAN,TARTAN,-$150000.00,,,,
2022,OCT,,"Friday, October 21, 2022",TARTAN,TARTAN,-$350000.00,,,,
2022,OCT,,"Friday, October 28, 2022",TARTAN,TARTAN,-$172000.00,,,,
2022,OCT,,"Friday, October 28, 2022",TARTAN,TARTAN,-$184000.00,,,,
2022,SEP,,"Friday, September 02, 2022",TARTAN,TARTAN,-$370000.00,,,,
2022,SEP,,"Friday, September 09, 2022",TARTAN,TARTAN,-$155000.00,,,,
2022,SEP,,"Friday, September 23, 2022",TARTAN,TARTAN,-$50000.00,,,,
2022,SEP,,"Friday, September 23, 2022",TARTAN,TARTAN,-$250000.00,,,,
2022,SEP,,"Friday, September 23, 2022",TARTAN,TARTAN,-$75000.00,,,,
2022,SEP,,"Friday, September 23, 2022",TARTAN,TARTAN,-$85000.00,,,,
2022,SEP,,"Friday, September 30, 2022",TARTAN,TARTAN,-$300000.00,,,,
2022,SEP,,"Friday, September 30, 2022",TARTAN,TARTAN,-$200000.00,,,,
2022,SEP,,"Friday, September 30, 2022",TARTAN,TARTAN,-$330000.00,,,,
2022,AUG,1/8/2022,"Monday, August 01, 2022",TARTAN,TARTAN,-$230000.00,,,,
2022,AUG,1/8/2022,"Monday, August 01, 2022",TARTAN,TARTAN,-$250000.00,,,,
2022,AUG,,"Monday, August 08, 2022",TARTAN,TARTAN,-$225000.00,,,,
2022,AUG,,"Monday, August 08, 2022",TARTAN,TARTAN,-$54400.00,,,,
2022,AUG,,"Monday, August 08, 2022",TARTAN,TARTAN,-$98500.00,,,,
2022,AUG,,"Monday, August 08, 2022",TARTAN,TARTAN,-$40000.00,,,,
2022,AUG,,"Monday, August 08, 2022",TARTAN,TARTAN,-$196500.00,,,,
2022,AUG,,"Monday, August 15, 2022",TARTAN,TARTAN,-$370000.00,,,,
2022,AUG,,"Monday, August 15, 2022",TARTAN,TARTAN,-$395000.00,,,,
2022,AUG,,"Monday, August 22, 2022",TARTAN,TARTAN,-$350000.00,,,,
2022,AUG,,"Monday, August 29, 2022",TARTAN,TARTAN,-$97500.00,,,,
2022,AUG,,"Monday, August 29, 2022",TARTAN,TARTAN,-$36000.00,,,,
2022,AUG,,"Monday, August 29, 2022",TARTAN,TARTAN,-$138500.00,,,,
2022,AUG,,"Monday, August 29, 2022",TARTAN,TARTAN,-$71000.00,,,,
2022,AUG,,"Monday, August 29, 2022",TARTAN,TARTAN,-$100000.00,,,,
2022,AUG,,"Monday, August 29, 2022",TARTAN,TARTAN,-$40000.00,,,,
2022,DEC,,"Monday, December 05, 2022",TARTAN,TARTAN,-$25000.00,,,,
2022,DEC,,"Monday, December 05, 2022",TARTAN,TARTAN,-$65000.00,,,,
2022,DEC,,"Monday, December 05, 2022",TARTAN,TARTAN,-$60000.00,,,,
2022,DEC,,"Monday, December 05, 2022",TARTAN,TARTAN,-$17000.00,,,,
2022,DEC,,"Monday, December 12, 2022",TARTAN,TARTAN,-$88000.00,,,,
2022,DEC,,"Monday, December 12, 2022",TARTAN,TARTAN,-$18000.00,,,,
2022,DEC,,"Monday, December 19, 2022",TARTAN,TARTAN,-$290000.00,,,,
2022,DEC,,"Monday, December 19, 2022",TARTAN,TARTAN,-$350000.00,,,,
2023,FEB,,"Monday, February 06, 2023",TARTAN,TARTAN,-$51000.00,,,,
2023,FEB,,"Monday, February 13, 2023",TARTAN,TARTAN,-$86000.00,,,,
2023,FEB,,"Monday, February 13, 2023",TARTAN,TARTAN,-$170000.00,,,,
2023,FEB,,"Monday, February 13, 2023",TARTAN,TARTAN,-$250000.00,,,,
2023,FEB,,"Monday, February 13, 2023",TARTAN,TARTAN,-$13000.00,,,,
2023,FEB,,"Monday, February 13, 2023",TARTAN,TARTAN,-$375000.00,,,,
2023,FEB,,"Monday, February 13, 2023",TARTAN,TARTAN,-$250000.00,,,,
2023,FEB,,"Monday, February 27, 2023",TARTAN,TARTAN,-$122000.00,,,,
2023,FEB,,"Monday, February 27, 2023",TARTAN,TARTAN,-$285000.00,,,,
2023,FEB,,"Monday, February 27, 2023",TARTAN,TARTAN,-$59000.00,,,,
2023,JAN,,"Monday, January 09, 2023",TARTAN,TARTAN,-$45000.00,,,,
2023,JAN,,"Monday, January 09, 2023",TARTAN,TARTAN,-$60000.00,,,,
2023,JAN,,"Monday, January 09, 2023",TARTAN,TARTAN,-$190000.00,,,,
2023,JAN,,"Monday, January 09, 2023",TARTAN,TARTAN,-$56000.00,,,,
2023,JAN,,"Monday, January 09, 2023",TARTAN,TARTAN,-$130000.00,,,,
2023,JAN,,"Monday, January 23, 2023",TARTAN,TARTAN,-$42500.00,,,,
2023,JAN,,"Monday, January 23, 2023",TARTAN,TARTAN,-$172000.00,,,,
2023,JAN,,"Monday, January 23, 2023",TARTAN,TARTAN,-$475000.00,,,,
2023,JAN,,"Monday, January 30, 2023",TARTAN,TARTAN,-$200000.00,,,,
2023,JAN,,"Monday, January 30, 2023",TARTAN,TARTAN,-$315000.00,,,,
2023,JAN,,"Monday, January 30, 2023",TARTAN,TARTAN,-$400000.00,,,,
2023,JAN,,"Monday, January 30, 2023",TARTAN,TARTAN,-$485000.00,,,,
2022,JUL,11/7/2022,"Monday, July 11, 2022",TARTAN,TARTAN,-$180000.00,,,,
2022,JUN,6/6/2022,"Monday, June 06, 2022",TARTAN,TARTAN,-$190400.00,,,,
2022,JUN,13/6/2022,"Monday, June 13, 2022",TARTAN,TARTAN,-$125000.00,,,,
2022,JUN,13/6/2022,"Monday, June 13, 2022",TARTAN,TARTAN,-$95200.00,,,,
2022,JUN,13/6/2022,"Monday, June 13, 2022",TARTAN,TARTAN,-$378000.00,,,,
2022,JUN,27/6/2022,"Monday, June 27, 2022",TARTAN,TARTAN,-$175000.00,,,,
2022,JUN,27/6/2022,"Monday, June 27, 2022",TARTAN,TARTAN,-$125000.00,,,,
2023,MAR,,"Monday, March 06, 2023",TARTAN,TARTAN,-$395000.00,,,,
2023,MAR,,"Monday, March 06, 2023",TARTAN,TARTAN,-$180000.00,,,,
2023,MAR,,"Monday, March 06, 2023",TARTAN,TARTAN,-$225000.00,,,,
2023,MAR,,"Monday, March 06, 2023",TARTAN,TARTAN,-$172000.00,,,,
2023,MAR,,"Monday, March 06, 2023",TARTAN,TARTAN,-$270000.00,,,,
2023,MAR,,"Monday, March 13, 2023",TARTAN,TARTAN,-$385000.00,,,,
2023,MAR,,"Monday, March 13, 2023",TARTAN,TARTAN,-$28000.00,,,,
2023,MAR,,"Monday, March 20, 2023",TARTAN,TARTAN,-$367000.00,,,,
2023,MAR,,"Monday, March 27, 2023",TARTAN,TARTAN,-$185000.00,,,,
2023,MAR,,"Monday, March 27, 2023",TARTAN,TARTAN,-$165000.00,,,,
2023,MAR,,"Monday, March 27, 2023",TARTAN,TARTAN,-$105000.00,,,,
2023,MAR,,"Monday, March 27, 2023",TARTAN,TARTAN,-$74000.00,,,,
2022,MAY,9/5/2022,"Monday, May 09, 2022",TARTAN,TARTAN,-$65000.00,,,,
2022,MAY,16/5/2022,"Monday, May 16, 2022",TARTAN,TARTAN,-$218000.00,,,,
2022,MAY,16/5/2022,"Monday, May 16, 2022",TARTAN,TARTAN,-$64500.00,,,,
2022,NOV,,"Monday, November 14, 2022",TARTAN,TARTAN,-$150000.00,,,,
2022,NOV,,"Monday, November 14, 2022",TARTAN,TARTAN,-$300000.00,,,,
2022,NOV,,"Monday, November 14, 2022",TARTAN,TARTAN,-$450000.00,,,,
2022,NOV,,"Monday, November 14, 2022",TARTAN,TARTAN,-$475000.00,,,,
2022,NOV,,"Monday, November 14, 2022",TARTAN,TARTAN,-$100000.00,,,,
2022,NOV,,"Monday, November 21, 2022",TARTAN,TARTAN,-$475000.00,,,,
2022,NOV,,"Monday, November 21, 2022",TARTAN,TARTAN,-$225000.00,,,,
2022,NOV,,"Monday, November 21, 2022",TARTAN,TARTAN,-$185000.00,,,,
2022,NOV,,"Monday, November 28, 2022",TARTAN,TARTAN,-$135000.00,,,,
2022,NOV,,"Monday, November 28, 2022",TARTAN,TARTAN,-$650000.00,,,,
2022,NOV,,"Monday, November 28, 2022",TARTAN,TARTAN,-$107000.00,,,,
2022,NOV,,"Monday, November 28, 2022",TARTAN,TARTAN,-$70000.00,,,,
2022,NOV,,"Monday, November 28, 2022",TARTAN,TARTAN,-$190000.00,,,,
2022,NOV,,"Monday, November 28, 2022",TARTAN,TARTAN,-$250000.00,,,,
2022,OCT,,"Monday, October 03, 2022",TARTAN,TARTAN,-$480000.00,,,,
2022,OCT,,"Monday, October 03, 2022",TARTAN,TARTAN,-$300000.00,,,,
2022,OCT,,"Monday, October 03, 2022",TARTAN,TARTAN,-$150000.00,,,,
2022,OCT,,"Monday, October 03, 2022",TARTAN,TARTAN,-$200000.00,,,,
2022,OCT,,"Monday, October 17, 2022",TARTAN,TARTAN,-$410000.00,,,,
2022,OCT,,"Monday, October 17, 2022",TARTAN,TARTAN,-$190000.00,,,,
2022,OCT,,"Monday, October 17, 2022",TARTAN,TARTAN,-$165000.00,,,,
2022,OCT,,"Monday, October 17, 2022",TARTAN,TARTAN,-$185000.00,,,,
2022,OCT,,"Monday, October 24, 2022",TARTAN,TARTAN,-$65000.00,,,,
2022,OCT,,"Monday, October 24, 2022",TARTAN,TARTAN,-$100000.00,,,,
2022,OCT,,"Monday, October 24, 2022",TARTAN,TARTAN,-$225000.00,,,,
2022,OCT,,"Monday, October 24, 2022",TARTAN,TARTAN,-$125000.00,,,,
2022,OCT,,"Monday, October 24, 2022",TARTAN,TARTAN,-$50000.00,,,,
2022,OCT,,"Monday, October 31, 2022",TARTAN,TARTAN,-$22000.00,,,,
2022,OCT,,"Monday, October 31, 2022",TARTAN,TARTAN,-$188500.00,,,,
2022,SEP,,"Monday, September 12, 2022",TARTAN,TARTAN,-$505000.00,,,,
2022,SEP,,"Monday, September 19, 2022",TARTAN,TARTAN,-$120000.00,,,,
2022,SEP,,"Monday, September 26, 2022",TARTAN,TARTAN,-$300000.00,,,,
2022,SEP,,"Monday, September 26, 2022",TARTAN,TARTAN,-$100000.00,,,,
2022,SEP,,"Monday, September 26, 2022",TARTAN,TARTAN,-$400000.00,,,,
2022,JUL,22/7/2022,"Saturday, July 23, 2022",TARTAN,TARTAN,-$117000.00,,,,
2022,JUL,22/7/2022,"Saturday, July 23, 2022",TARTAN,TARTAN,-$89629.10,,,,
2023,JAN,,"Sunday, January 01, 2023",TARTAN,TARTAN,$0.00,-$674262.73,,,
2022,AUG,4/8/2022,"Thursday, August 04, 2022",TARTAN,TARTAN,-$100000.00,,,,
2022,AUG,,"Thursday, August 11, 2022",TARTAN,TARTAN,-$81500.00,,,,
2022,AUG,,"Thursday, August 11, 2022",TARTAN,TARTAN,-$39500.00,,,,
2022,AUG,,"Thursday, August 18, 2022",TARTAN,TARTAN,-$450000.00,,,,
2022,AUG,,"Thursday, August 25, 2022",TARTAN,TARTAN,-$200000.00,,,,
2022,AUG,,"Thursday, August 25, 2022",TARTAN,TARTAN,-$75000.00,,,,
2022,DEC,,"Thursday, December 01, 2022",TARTAN,TARTAN,-$90000.00,,,,
2022,DEC,,"Thursday, December 08, 2022",TARTAN,TARTAN,-$230000.00,,,,
2022,DEC,,"Thursday, December 15, 2022",TARTAN,TARTAN,-$406000.00,,,,
2022,DEC,,"Thursday, December 15, 2022",TARTAN,TARTAN,-$68000.00,,,,
2022,DEC,,"Thursday, December 15, 2022",TARTAN,TARTAN,-$455000.00,,,,
2022,DEC,,"Thursday, December 22, 2022",TARTAN,TARTAN,-$415000.00,,,,
2022,DEC,,"Thursday, December 22, 2022",TARTAN,TARTAN,-$30000.00,,,,
2022,DEC,,"Thursday, December 22, 2022",TARTAN,TARTAN,-$155000.00,,,,
2022,DEC,,"Thursday, December 22, 2022",TARTAN,TARTAN,-$395000.00,,,,
2022,DEC,,"Thursday, December 29, 2022",TARTAN,TARTAN,-$16000.00,,,,
2022,DEC,,"Thursday, December 29, 2022",TARTAN,TARTAN,-$78000.00,,,,
2022,DEC,,"Thursday, December 29, 2022",TARTAN,TARTAN,-$415000.00,,,,
2023,FEB,,"Thursday, February 02, 2023",TARTAN,TARTAN,-$22000.00,,,,
2023,FEB,,"Thursday, February 02, 2023",TARTAN,TARTAN,-$44000.00,,,,
2023,FEB,,"Thursday, February 02, 2023",TARTAN,TARTAN,-$25000.00,,,,
2023,FEB,,"Thursday, February 02, 2023",TARTAN,TARTAN,-$10000.00,,,,
2023,FEB,,"Thursday, February 02, 2023",TARTAN,TARTAN,-$46250.00,,,,
2023,FEB,,"Thursday, February 09, 2023",TARTAN,TARTAN,-$185000.00,,,,
2023,FEB,,"Thursday, February 09, 2023",TARTAN,TARTAN,-$350000.00,,,,
2023,FEB,,"Thursday, February 09, 2023",TARTAN,TARTAN,-$40000.00,,,,
2023,FEB,,"Thursday, February 09, 2023",TARTAN,TARTAN,-$106000.00,,,,
2023,FEB,,"Thursday, February 09, 2023",TARTAN,TARTAN,-$96000.00,,,,
2023,FEB,,"Thursday, February 09, 2023",TARTAN,TARTAN,-$305000.00,,,,
2023,FEB,,"Thursday, February 16, 2023",TARTAN,TARTAN,-$375000.00,,,,
2023,FEB,,"Thursday, February 16, 2023",TARTAN,TARTAN,-$100000.00,,,,
2023,FEB,,"Thursday, February 16, 2023",TARTAN,TARTAN,-$32000.00,,,,
2023,FEB,,"Thursday, February 16, 2023",TARTAN,TARTAN,-$145000.00,,,,
2023,FEB,,"Thursday, February 23, 2023",TARTAN,TARTAN,-$98000.00,,,,
2023,FEB,,"Thursday, February 23, 2023",TARTAN,TARTAN,-$375000.00,,,,
2023,JAN,,"Thursday, January 05, 2023",TARTAN,TARTAN,-$315500.00,,,,
2023,JAN,,"Thursday, January 05, 2023",TARTAN,TARTAN,-$10000.00,,,,
2023,JAN,,"Thursday, January 12, 2023",TARTAN,TARTAN,-$60000.00,,,,
2023,JAN,,"Thursday, January 12, 2023",TARTAN,TARTAN,-$43000.00,,,,
2023,JAN,,"Thursday, January 19, 2023",TARTAN,TARTAN,-$30000.00,,,,
2023,JAN,,"Thursday, January 19, 2023",TARTAN,TARTAN,-$135000.00,,,,
2023,JAN,,"Thursday, January 19, 2023",TARTAN,TARTAN,-$196000.00,,,,
2023,JAN,,"Thursday, January 19, 2023",TARTAN,TARTAN,-$105000.00,,,,
2023,JAN,,"Thursday, January 19, 2023",TARTAN,TARTAN,-$80000.00,,,,
2023,JAN,,"Thursday, January 19, 2023",TARTAN,TARTAN,-$84500.00,,,,
2023,JAN,,"Thursday, January 26, 2023",TARTAN,TARTAN,-$340000.00,,,,
2023,JAN,,"Thursday, January 26, 2023",TARTAN,TARTAN,-$350000.00,,,,
2023,JAN,,"Thursday, January 26, 2023",TARTAN,TARTAN,-$106000.00,,,,
2022,JUL,7/7/2022,"Thursday, July 07, 2022",TARTAN,TARTAN,-$275000.00,,,,
2022,JUL,14/7/2022,"Thursday, July 14, 2022",TARTAN,TARTAN,-$90000.00,,,,
2022,JUL,14/7/2022,"Thursday, July 14, 2022",TARTAN,TARTAN,-$140000.00,,,,
2022,JUL,21/7/2022,"Thursday, July 21, 2022",TARTAN,TARTAN,-$56000.00,,,,
2022,JUL,28/7/2022,"Thursday, July 28, 2022",TARTAN,TARTAN,-$275000.00,,,,
2022,JUL,28/7/2022,"Thursday, July 28, 2022",TARTAN,TARTAN,-$29000.00,,,,
2022,JUL,28/7/2022,"Thursday, July 28, 2022",TARTAN,TARTAN,-$200000.00,,,,
2022,JUN,2/6/2022,"Thursday, June 02, 2022",TARTAN,TARTAN,-$150000.00,,,,
2022,JUN,9/6/2022,"Thursday, June 09, 2022",TARTAN,TARTAN,-$378000.00,,,,
